,arrival_date,adr,bookings,revenue
603,2017-02-23,2927.63,50.0,2927.63
604,2017-02-24,2190.5,35.0,2190.5
605,2017-02-25,5051.49,83.0,5682.89
606,2017-02-26,2563.29,45.0,2954.29
607,2017-02-27,1711.38,33.0,2106.38
608,2017-02-28,1953.52,36.0,2301.81
609,2017-03-01,2287.39,49.0,2380.39
610,2017-03-02,4632.35,105.0,4737.35
611,2017-03-03,1391.2,20.0,1498.2
612,2017-03-04,1334.8,21.0,1539.8
613,2017-03-05,2948.43,53.0,2948.43
614,2017-03-06,1479.51,27.0,1479.51
615,2017-03-07,2316.04,42.0,2433.04
616,2017-03-08,1070.8,21.0,1070.8
617,2017-03-09,3799.55,59.0,4021.55
618,2017-03-10,2300.23,36.0,2565.23
619,2017-03-11,2743.48,48.0,2743.48
620,2017-03-12,1840.48,32.0,1840.48
621,2017-03-13,2630.88,48.0,2735.88
622,2017-03-14,2533.6,40.0,2533.6
623,2017-03-15,1875.7,39.0,1996.95
624,2017-03-16,2178.7,37.0,2293.7
625,2017-03-17,1295.17,17.0,1295.17
626,2017-03-18,2429.6,36.0,2429.6
627,2017-03-19,2391.85,44.0,2391.85
628,2017-03-20,2376.11,39.0,2376.11
629,2017-03-21,1246.6100000000001,28.0,1246.6100000000001
630,2017-03-22,871.36,14.0,871.36
631,2017-03-23,1508.9,27.0,1613.9
632,2017-03-24,1089.18,19.0,1089.18
633,2017-03-25,2489.33,44.0,2642.33
634,2017-03-26,1323.13,20.0,1323.13
635,2017-03-27,1531.9,25.0,1531.9
636,2017-03-28,1949.44,33.0,1949.44
637,2017-03-29,2916.1,54.0,3209.81
638,2017-03-30,3651.42,50.0,3764.71
639,2017-03-31,3626.86,55.0,3686.48
640,2017-04-01,2126.48,27.0,2126.48
641,2017-04-02,1477.47,21.0,1477.47
642,2017-04-03,2623.34,40.0,2922.64
643,2017-04-04,1710.3600000000001,24.0,1857.3600000000001
644,2017-04-05,4362.26,77.0,4362.26
645,2017-04-06,2034.91,28.0,2380.41
646,2017-04-07,2003.57,22.0,2124.57
647,2017-04-08,4909.22,61.0,5774.36
648,2017-04-09,4821.94,57.0,5109.44
649,2017-04-10,3139.69,39.0,3587.19
650,2017-04-11,4438.28,45.0,4799.78
651,2017-04-12,3520.82,36.0,3995.4
652,2017-04-13,6470.25,62.0,7425.75
653,2017-04-14,5012.4,46.0,5383.07
654,2017-04-15,2295.97,29.0,2295.97
655,2017-04-16,2891.54,34.0,3022.54
656,2017-04-17,3906.58,46.0,3906.58
657,2017-04-18,2675.75,42.0,2675.75
658,2017-04-19,3133.45,37.0,3325.95
659,2017-04-20,2417.58,33.0,2417.58
660,2017-04-21,2015.03,24.0,2200.03
661,2017-04-22,5667.45,71.0,5667.45
662,2017-04-23,3340.2,44.0,3340.2
663,2017-04-24,1449.88,15.0,1449.88
664,2017-04-25,3093.61,35.0,3093.61
665,2017-04-26,1639.6100000000001,20.0,1639.6100000000001
666,2017-04-27,3377.68,37.0,3539.68
667,2017-04-28,3853.3,43.0,4236.3
668,2017-04-29,8867.07,99.0,9186.4
669,2017-04-30,3999.46,51.0,4345.96
670,2017-05-01,3115.02,37.0,3240.02
671,2017-05-02,2849.7799999999997,42.0,3069.7799999999997
672,2017-05-03,3245.09,44.0,3245.09
673,2017-05-04,3124.29,42.0,3124.29
674,2017-05-05,3096.4700000000003,35.0,3096.4700000000003
675,2017-05-06,2247.5099999999998,25.0,2624.21
676,2017-05-07,2658.23,36.0,2658.23
677,2017-05-08,5135.99,71.0,5287.99
678,2017-05-09,4281.42,52.0,4281.42
679,2017-05-10,873.65,15.0,873.65
680,2017-05-11,3153.8,32.0,3153.8
681,2017-05-12,3136.62,34.0,3136.62
682,2017-05-13,3794.69,42.0,3794.69
683,2017-05-14,2462.83,33.0,2462.83
684,2017-05-15,3632.79,55.0,3632.79
685,2017-05-16,3219.91,42.0,3219.91
686,2017-05-17,2820.05,32.0,2952.05
687,2017-05-18,2833.4,38.0,2833.4
688,2017-05-19,1216.21,14.0,1216.21
689,2017-05-20,2533.44,25.0,2533.44
690,2017-05-21,2946.15,37.0,3255.65
691,2017-05-22,3540.82,43.0,3757.82
692,2017-05-23,3481.2400000000002,48.0,3741.12
693,2017-05-24,3109.08,44.0,3109.08
694,2017-05-25,7542.96,102.0,7747.96
695,2017-05-26,2033.31,21.0,2129.31
696,2017-05-27,1879.48,19.0,2238.62
697,2017-05-28,6694.65,71.0,7237.49
698,2017-05-29,4250.0,45.0,4573.94
699,2017-05-30,2886.15,32.0,3206.82
700,2017-05-31,2531.16,27.0,2531.16
701,2017-06-01,5492.56,55.0,5492.56
702,2017-06-02,5613.35,50.0,6108.85
703,2017-06-03,4943.2300000000005,49.0,5293.2300000000005
704,2017-06-04,3355.4300000000003,35.0,3355.4300000000003
705,2017-06-05,2572.34,23.0,2572.34
706,2017-06-06,2938.36,28.0,2938.36
707,2017-06-07,2699.58,29.0,2819.46
708,2017-06-08,3931.64,40.0,4129.24
709,2017-06-09,4436.08,37.0,4618.08
710,2017-06-10,6888.22,53.0,7151.22
711,2017-06-11,4161.59,47.0,4495.99
712,2017-06-12,3142.29,30.0,3322.29
713,2017-06-13,3726.07,32.0,3956.07
714,2017-06-14,3527.01,26.0,3527.01
715,2017-06-15,5400.23,46.0,5634.23
716,2017-06-16,3479.05,26.0,3479.05
717,2017-06-17,4630.1,36.0,4849.96
718,2017-06-18,2996.0,28.0,2996.0
719,2017-06-19,3963.85,33.0,4303.65
720,2017-06-20,3569.29,30.0,4239.29
721,2017-06-21,3271.48,26.0,3271.48
722,2017-06-22,4435.06,39.0,4435.06
723,2017-06-23,4559.55,34.0,4739.55
724,2017-06-24,6009.46,52.0,7161.26
725,2017-06-25,2512.3,26.0,2512.3
726,2017-06-26,5264.2,47.0,5264.2
727,2017-06-27,2166.65,17.0,2166.65
728,2017-06-28,2662.27,22.0,2662.27
729,2017-06-29,3374.4700000000003,31.0,4040.2200000000003
730,2017-06-30,6665.46,52.0,7257.8
731,2017-07-01,7189.49,56.0,8128.49
732,2017-07-02,4328.2,35.0,5027.2
733,2017-07-03,5341.76,38.0,5599.36
734,2017-07-04,4309.97,32.0,4719.4
735,2017-07-05,3384.95,25.0,3384.95
736,2017-07-06,4080.06,33.0,4722.39
737,2017-07-07,4210.86,30.0,4736.19
738,2017-07-08,6184.14,41.0,7554.14
739,2017-07-09,8000.59,60.0,9096.07
740,2017-07-10,7284.5,49.0,8564.52
741,2017-07-11,7568.66,48.0,8184.66
742,2017-07-12,5310.6900000000005,38.0,5603.4400000000005
743,2017-07-13,6367.45,43.0,7124.12
744,2017-07-14,6819.5,40.0,7513.5
745,2017-07-15,8374.05,47.0,9042.27
746,2017-07-16,5661.15,36.0,6344.8
747,2017-07-17,7050.34,40.0,8129.76
748,2017-07-18,5819.83,40.0,6688.63
749,2017-07-19,4759.21,27.0,5088.21
750,2017-07-20,5934.24,33.0,6555.24
751,2017-07-21,5983.52,35.0,7207.52
752,2017-07-22,5056.88,27.0,5256.88
753,2017-07-23,6784.08,37.0,7323.08
754,2017-07-24,9224.69,54.0,10938.69
755,2017-07-25,5558.53,31.0,5806.86
756,2017-07-26,3384.56,21.0,4212.81
757,2017-07-27,6507.47,37.0,6812.47
758,2017-07-28,6045.03,38.0,6835.36
759,2017-07-29,6919.59,40.0,8651.23
760,2017-07-30,6314.99,39.0,6718.36
761,2017-07-31,7727.77,37.0,8588.15
762,2017-08-01,9598.52,53.0,11599.05
763,2017-08-02,6039.7699999999995,30.0,6355.1
764,2017-08-03,5671.650000000001,28.0,5671.650000000001
765,2017-08-04,7753.23,39.0,8396.23
766,2017-08-05,8117.02,42.0,9204.78
767,2017-08-06,8735.89,49.0,10472.7
768,2017-08-07,10129.69,54.0,11757.66
769,2017-08-08,7938.91,44.0,9463.91
770,2017-08-09,5748.28,29.0,7145.05
771,2017-08-10,5884.6,30.0,6198.6
772,2017-08-11,5964.59,31.0,6185.57
773,2017-08-12,7534.73,41.0,8814.46
774,2017-08-13,7343.6,43.0,8357.05
775,2017-08-14,7107.97,38.0,7884.599999999999
776,2017-08-15,5852.13,35.0,6829.13
777,2017-08-16,7971.61,43.0,9243.21
778,2017-08-17,9189.06,48.0,10498.76
779,2017-08-18,8141.16,41.0,9148.84
780,2017-08-19,8479.869999999999,44.0,9716.4
781,2017-08-20,6742.29,39.0,7466.87
782,2017-08-21,8696.04,42.0,9385.54
783,2017-08-22,7219.88,36.0,8760.71
784,2017-08-23,5875.25,30.0,6492.58
785,2017-08-24,6720.45,39.0,7305.45
786,2017-08-25,7416.34,38.0,8264.58
787,2017-08-26,6583.16,37.0,7391.39
788,2017-08-27,8271.3,51.0,9816.47
789,2017-08-28,7972.97,45.0,8957.56
790,2017-08-29,3512.5,21.0,3512.5
791,2017-08-30,4404.57,30.0,4837.43
792,2017-08-31,6647.69,43.0,7091.69
